xi;vi;vi2;v'i;v'i2;vi-vi2;v'i-v'i2;hi;E;E_v;E_v';c1;c2
5.895;3.16338;3.16338;0.869701;0.8697;-1.68432e-08;6.22523e-08;0.016;6.879e-08;1.79661e-08;6.64025e-08;9;13
5.911;3.17701;3.17701;0.833146;0.833146;-1.57245e-08;7.38628e-08;0.016;8.05526e-08;1.67728e-08;7.8787e-08;9;13
5.927;3.18998;3.18998;0.786611;0.786611;-1.44166e-08;8.43969e-08;0.016;9.13273e-08;1.53777e-08;9.00233e-08;9;13
5.943;3.20214;3.20214;0.730848;0.730848;-1.29429e-08;9.37478e-08;0.016;1.00946e-07;1.38058e-08;9.99976e-08;9;13
5.959;3.21333;3.21333;0.666716;0.666716;-1.13289e-08;1.01819e-07;0.016;1.09278e-07;1.20841e-08;1.08607e-07;9;13
5.975;3.22343;3.22343;0.595168;0.595168;-9.6009e-09;1.08527e-07;0.016;1.16215e-07;1.0241e-08;1.15763e-07;9;13
5.991;3.23234;3.23234;0.51723;0.51723;-7.7859e-09;1.13801e-07;0.016;1.21671e-07;8.30496e-09;1.21387e-07;9;13
6.007;3.23995;3.23995;0.433996;0.433996;-5.91045e-09;1.17582e-07;0.016;1.25579e-07;6.30448e-09;1.25421e-07;9;13
6.023;3.2462;3.2462;0.346604;0.346604;-4.00029e-09;1.19833e-07;0.016;1.27893e-07;4.26697e-09;1.27822e-07;9;13
6.039;3.25103;3.25103;0.256227;0.256226;-2.07996e-09;1.20533e-07;0.016;1.28587e-07;2.21863e-09;1.28568e-07;9;13
6.055;3.25439;3.25439;0.164053;0.164053;-1.72615e-10;1.19682e-07;0.016;1.27661e-07;1.84123e-10;1.2766e-07;9;13
6.071;3.25628;3.25628;0.0712743;0.0712742;1.70008e-09;1.17302e-07;0.016;1.25135e-07;1.81342e-09;1.25122e-07;9;13
6.087;3.25668;3.25668;-0.0209297;-0.0209298;3.51788e-09;1.13439e-07;0.016;1.2106e-07;3.7524e-09;1.21002e-07;9;13
6.103;3.25562;3.25562;-0.111407;-0.111407;5.26184e-09;1.0816e-07;0.016;1.15507e-07;5.61263e-09;1.15371e-07;9;13
6.119;3.25313;3.25313;-0.199043;-0.199043;6.91417e-09;1.01554e-07;0.016;1.08575e-07;7.37512e-09;1.08324e-07;9;13
6.135;3.24927;3.24927;-0.28278;-0.28278;8.45811e-09;9.37292e-08;0.016;1.00384e-07;9.02198e-09;9.99779e-08;9;13
6.151;3.2441;3.2441;-0.361621;-0.361621;9.87783e-09;8.48129e-08;0.016;9.10786e-08;1.05363e-08;9.04671e-08;9;13
6.167;3.23773;3.23773;-0.434647;-0.434647;1.11584e-08;7.49455e-08;0.016;8.08231e-08;1.19023e-08;7.99419e-08;9;13
6.183;3.23023;3.23023;-0.501026;-0.501027;1.2286e-08;6.42792e-08;0.016;6.98057e-08;1.31051e-08;6.85645e-08;9;13
6.199;3.22173;3.22173;-0.560022;-0.560022;1.3248e-08;5.29738e-08;0.016;5.82456e-08;1.41312e-08;5.65054e-08;9;13
6.215;3.21235;3.21235;-0.611;-0.611;1.4033e-08;4.11933e-08;0.016;4.64192e-08;1.49686e-08;4.39395e-08;9;14
6.247;3.19149;3.19149;-0.686927;-0.686928;4.70544e-07;8.79202e-07;0.032;1.06368e-06;5.01913e-07;9.37815e-07;9;14
6.279;3.16878;3.16878;-0.726042;-0.726042;4.88311e-07;9.7069e-08;0.032;5.31057e-07;5.20865e-07;1.0354e-07;9;14
6.311;3.14543;3.14543;-0.727513;-0.727512;4.80559e-07;-6.62046e-07;0.032;8.7261e-07;5.12596e-07;7.06183e-07;9;14
6.343;3.12262;3.12261;-0.692437;-0.692436;4.4815e-07;-1.36271e-06;0.032;1.53015e-06;4.78027e-07;1.45356e-06;9;14
6.359;3.11177;3.11177;-0.66204;-0.66204;1.24416e-08;-6.05533e-08;0.016;6.59395e-08;1.32711e-08;6.45902e-08;10;14
6.375;3.10147;3.10147;-0.623731;-0.623731;1.13833e-08;-6.89246e-08;0.016;7.45155e-08;1.21422e-08;7.35196e-08;10;14
6.391;3.09185;3.09185;-0.578124;-0.578124;1.01957e-08;-7.63172e-08;0.016;8.21282e-08;1.08754e-08;8.1405e-08;10;14
6.407;3.08301;3.08301;-0.525918;-0.525917;8.89816e-09;-8.26542e-08;0.016;8.86739e-08;9.49137e-09;8.81645e-08;10;14
6.423;3.07505;3.07505;-0.46788;-0.46788;7.5107e-09;-8.78706e-08;0.016;9.40704e-08;8.01142e-09;9.37286e-08;10;14
6.439;3.06806;3.06806;-0.404842;-0.404841;6.05395e-09;-9.19135e-08;0.016;9.82535e-08;6.45755e-09;9.80411e-08;10;14
6.455;3.06212;3.06212;-0.337682;-0.337682;4.54851e-09;-9.47438e-08;0.016;1.01176e-07;4.85174e-09;1.0106e-07;10;14
6.471;3.05727;3.05727;-0.267319;-0.267319;3.01467e-09;-9.6337e-08;0.016;1.0281e-07;3.21565e-09;1.02759e-07;10;14
6.487;3.05357;3.05357;-0.194694;-0.194694;1.47215e-09;-9.66842e-08;0.016;1.03142e-07;1.57029e-09;1.0313e-07;10;14
6.503;3.05105;3.05105;-0.120762;-0.120762;-6.01421e-11;-9.57929e-08;0.016;1.02179e-07;6.41516e-11;1.02179e-07;10;14
6.519;3.04971;3.04971;-0.046477;-0.0464769;-1.56417e-09;-9.36876e-08;0.016;9.99473e-08;1.66845e-09;9.99334e-08;10;14
6.535;3.04956;3.04956;0.0272155;0.0272156;-3.02286e-09;-9.04096e-08;0.016;9.64908e-08;3.22438e-09;9.64369e-08;10;14
6.551;3.05058;3.05058;0.0993947;0.0993948;-4.4201e-09;-8.60169e-08;0.016;9.18724e-08;4.71477e-09;9.17514e-08;10;14
6.567;3.05273;3.05273;0.169173;0.169173;-5.74075e-09;-8.0583e-08;0.016;8.6173e-08;6.12347e-09;8.59552e-08;10;14
6.583;3.05597;3.05597;0.235705;0.235705;-6.97065e-09;-7.41956e-08;0.016;7.94905e-08;7.43536e-09;7.9142e-08;10;14
6.599;3.06025;3.06025;0.298203;0.298203;-8.09661e-09;-6.69552e-08;0.016;7.19392e-08;8.63639e-09;7.14189e-08;10;14
6.615;3.06549;3.06549;0.355939;0.355939;-9.10652e-09;-5.89727e-08;0.016;6.36498e-08;9.71362e-09;6.29043e-08;10;14
6.631;3.07161;3.07161;0.408256;0.408256;-9.98942e-09;-5.03674e-08;0.016;5.47717e-08;1.06554e-08;5.37252e-08;10;14
6.647;3.07852;3.07852;0.454577;0.454577;-1.07356e-08;-4.12642e-08;0.016;4.54804e-08;1.14513e-08;4.40151e-08;10;15
6.679;3.0943;3.0943;0.527344;0.527345;-3.65141e-07;-9.75456e-07;0.032;1.111e-06;3.89484e-07;1.04049e-06;10;15
6.711;3.11196;3.11196;0.571391;0.571391;-3.87528e-07;-3.49822e-07;0.032;5.56871e-07;4.13364e-07;3.73143e-07;10;15
6.743;3.13055;3.13055;0.585395;0.585395;-3.8965e-07;2.71786e-07;0.032;5.06745e-07;4.15626e-07;2.89905e-07;10;15
6.775;3.14911;3.14911;0.56959;0.56959;-3.71799e-07;8.59017e-07;0.032;9.98428e-07;3.96586e-07;9.16285e-07;10;15
6.807;3.1667;3.1667;0.525707;0.525706;-3.35442e-07;1.38471e-06;0.032;1.51974e-06;3.57805e-07;1.47702e-06;10;15
6.823;3.17487;3.17487;0.494153;0.494153;-8.97816e-09;5.62333e-08;0.016;6.07419e-08;9.5767e-09;5.99822e-08;11;15
6.839;3.18249;3.18249;0.456836;0.456836;-8.01823e-09;6.20514e-08;0.016;6.67385e-08;8.55278e-09;6.61882e-08;11;15
6.855;3.18946;3.18946;0.414321;0.414321;-6.97222e-09;6.70054e-08;0.016;7.18584e-08;7.43703e-09;7.14725e-08;11;15
6.871;3.19572;3.19572;0.367232;0.367232;-5.85572e-09;7.10451e-08;0.016;7.60385e-08;6.24611e-09;7.57815e-08;11;15
6.887;3.20119;3.20119;0.316238;0.316238;-4.68479e-09;7.41314e-08;0.016;7.92313e-08;4.99711e-09;7.90735e-08;11;15
6.903;3.20582;3.20582;0.26205;0.26205;-3.47563e-09;7.62368e-08;0.016;8.14038e-08;3.70734e-09;8.13193e-08;11;15
6.919;3.20957;3.20957;0.205404;0.205404;-2.24436e-09;7.73461e-08;0.016;8.25372e-08;2.39398e-09;8.25025e-08;11;15
6.935;3.21239;3.21239;0.147058;0.147058;-1.00679e-09;7.74567e-08;0.016;8.26274e-08;1.07391e-09;8.26204e-08;11;15
6.951;3.21427;3.21427;0.0877777;0.0877776;2.21718e-10;7.65791e-08;0.016;8.16847e-08;2.36499e-10;8.16844e-08;11;15
6.967;3.2152;3.2152;0.0283276;0.0283275;1.42639e-09;7.4737e-08;0.016;7.97339e-08;1.52148e-09;7.97194e-08;11;15
6.983;3.21518;3.21518;-0.0305372;-0.0305373;2.59314e-09;7.19667e-08;0.016;7.68143e-08;2.76602e-09;7.67645e-08;11;15
6.999;3.21422;3.21422;-0.0880814;-0.0880815;3.70863e-09;6.83172e-08;0.016;7.2979e-08;3.95587e-09;7.28717e-08;11;15
7.015;3.21237;3.21237;-0.143598;-0.143598;4.76034e-09;6.3849e-08;0.016;6.82946e-08;5.0777e-09;6.81056e-08;11;15
7.031;3.20964;3.20964;-0.196416;-0.196416;5.73662e-09;5.8633e-08;0.016;6.28405e-08;6.11906e-09;6.25419e-08;11;15
7.047;3.2061;3.2061;-0.24591;-0.24591;6.62675e-09;5.27498e-08;0.016;5.67087e-08;7.06853e-09;5.62664e-08;11;15
7.063;3.2018;3.2018;-0.291506;-0.291506;7.42103e-09;4.62873e-08;0.016;5.00036e-08;7.91576e-09;4.93731e-08;11;15
7.079;3.1968;3.1968;-0.332687;-0.332687;8.11087e-09;3.93399e-08;0.016;4.28451e-08;8.65159e-09;4.19626e-08;11;16
7.111;3.18502;3.18502;-0.400063;-0.400064;2.80338e-07;9.91169e-07;0.032;1.09872e-06;2.99028e-07;1.05725e-06;11;16
7.143;3.17143;3.17143;-0.445263;-0.445263;3.04769e-07;4.96525e-07;0.032;6.21438e-07;3.25087e-07;5.29627e-07;11;16
7.175;3.15677;3.15677;-0.466709;-0.466709;3.13147e-07;-6.46792e-09;0.032;3.34095e-07;3.34023e-07;6.89912e-09;11;16
7.207;3.14182;3.14182;-0.464068;-0.464067;3.0541e-07;-4.925e-07;0.032;6.18144e-07;3.25771e-07;5.25333e-07;11;16
7.239;3.12732;3.12732;-0.438226;-0.438225;2.82382e-07;-9.38265e-07;0.032;1.04516e-06;3.01207e-07;1.00082e-06;11;16
7.271;3.114;3.114;-0.391214;-0.391213;2.45725e-07;-1.32331e-06;0.032;1.43566e-06;2.62107e-07;1.41153e-06;11;16
7.287;3.10798;3.10798;-0.360681;-0.360681;6.2972e-09;-5.04019e-08;0.016;5.418e-08;6.71701e-09;5.37621e-08;12;16
7.303;3.10248;3.10248;-0.32606;-0.32606;5.45265e-09;-5.42625e-08;0.016;5.81715e-08;5.81617e-09;5.788e-08;12;16
7.319;3.09756;3.09756;-0.287855;-0.287855;4.55311e-09;-5.73808e-08;0.016;6.13985e-08;4.85665e-09;6.12061e-08;12;16
7.335;3.09328;3.09328;-0.24661;-0.24661;3.61122e-09;-5.97275e-08;0.016;6.38257e-08;3.85197e-09;6.37093e-08;12;16
7.351;3.08968;3.08968;-0.202894;-0.202894;2.63984e-09;-6.12834e-08;0.016;6.54295e-08;2.81583e-09;6.53689e-08;12;16
7.367;3.0868;3.0868;-0.157302;-0.157302;1.65182e-09;-6.20391e-08;0.016;6.61985e-08;1.76194e-09;6.6175e-08;12;16
7.383;3.08466;3.08466;-0.110442;-0.110442;6.5985e-10;-6.19956e-08;0.016;6.61323e-08;7.0384e-10;6.61286e-08;12;16
7.399;3.08327;3.08327;-0.0629265;-0.0629265;-3.23665e-10;-6.11641e-08;0.016;6.52426e-08;3.45242e-10;6.52417e-08;12;16
7.415;3.08264;3.08264;-0.0153685;-0.0153684;-1.28674e-09;-5.95661e-08;0.016;6.35519e-08;1.37253e-09;6.35371e-08;12;16
7.431;3.08278;3.08278;0.0316293;0.0316293;-2.21792e-09;-5.72329e-08;0.016;6.10943e-08;2.36578e-09;6.10485e-08;12;16
7.447;3.08365;3.08365;0.0774805;0.0774806;-3.10632e-09;-5.42055e-08;0.016;5.79141e-08;3.31341e-09;5.78192e-08;12;16
7.463;3.08525;3.08525;0.121623;0.121623;-3.94178e-09;-5.05335e-08;0.016;5.40661e-08;4.20457e-09;5.39024e-08;12;16
7.479;3.08753;3.08753;0.163524;0.163524;-4.71486e-09;-4.62744e-08;0.016;4.96149e-08;5.02919e-09;4.93594e-08;12;17
7.511;3.094;3.094;0.238664;0.238665;-1.7627e-07;-1.30527e-06;0.032;1.40492e-06;1.88021e-07;1.39229e-06;12;17
7.543;3.10265;3.10265;0.299476;0.299477;-2.12676e-07;-9.55118e-07;0.032;1.04374e-06;2.26855e-07;1.01879e-06;12;17
7.575;3.11298;3.11298;0.343358;0.343359;-2.37382e-07;-5.68309e-07;0.032;6.56954e-07;2.53208e-07;6.06197e-07;12;17
7.607;3.12443;3.12443;0.368639;0.368639;-2.49441e-07;-1.65642e-07;0.032;3.19391e-07;2.6607e-07;1.76685e-07;12;17
7.639;3.13637;3.13637;0.374631;0.37463;-2.48561e-07;2.32179e-07;0.032;3.62807e-07;2.65132e-07;2.47657e-07;12;17
7.671;3.1482;3.1482;0.361638;0.361637;-2.3514e-07;6.05561e-07;0.032;6.92919e-07;2.50815e-07;6.45932e-07;12;17
7.703;3.15933;3.15933;0.33091;0.330909;-2.10236e-07;9.36868e-07;0.032;1.02418e-06;2.24252e-07;9.99326e-07;12;17
7.735;3.16921;3.16921;0.284551;0.28455;-1.75501e-07;1.21109e-06;0.032;1.30532e-06;1.87201e-07;1.29183e-06;12;17
7.767;3.1774;3.1774;0.22538;0.225378;-1.33052e-07;1.4164e-06;0.032;1.51748e-06;1.41923e-07;1.51083e-06;12;17
7.783;3.18074;3.18074;0.192027;0.192027;-2.77438e-09;4.80837e-08;0.016;5.13746e-08;2.95934e-09;5.12893e-08;13;17
7.799;3.18353;3.18353;0.15677;0.15677;-1.99406e-09;4.92251e-08;0.016;5.25499e-08;2.12699e-09;5.25068e-08;13;17
7.815;3.18575;3.18575;0.120085;0.120085;-1.20156e-09;4.97248e-08;0.016;5.30553e-08;1.28166e-09;5.30398e-08;13;17
7.831;3.18737;3.18737;0.0824612;0.0824612;-4.07057e-10;4.95855e-08;0.016;5.2893e-08;4.34194e-10;5.28912e-08;13;17
7.847;3.18839;3.18839;0.0443896;0.0443895;3.79467e-10;4.88181e-08;0.016;5.20742e-08;4.04765e-10;5.20726e-08;13;17
7.863;3.18879;3.18879;0.00635975;0.0063597;1.14836e-09;4.74415e-08;0.016;5.06191e-08;1.22491e-09;5.06043e-08;13;17
7.879;3.18859;3.18859;-0.031147;-0.0311471;1.89036e-09;4.54825e-08;0.016;4.85566e-08;2.01638e-09;4.85147e-08;13;18
7.911;3.18644;3.18644;-0.102742;-0.102744;8.61233e-08;1.36254e-06;0.032;1.45628e-06;9.18648e-08;1.45338e-06;13;18
7.943;3.1821;3.1821;-0.166933;-0.166934;1.26416e-07;1.15081e-06;0.032;1.23491e-06;1.34844e-07;1.22753e-06;13;18
7.975;3.17586;3.17586;-0.220733;-0.220734;1.5917e-07;8.87846e-07;0.032;9.62134e-07;1.69782e-07;9.47036e-07;13;18
8.007;3.16811;3.16811;-0.261771;-0.261772;1.82977e-07;5.8866e-07;0.032;6.57539e-07;1.95176e-07;6.27904e-07;13;18
8.039;3.15926;3.15926;-0.288387;-0.288388;1.96893e-07;2.69567e-07;0.032;3.5607e-07;2.10019e-07;2.87538e-07;13;18
8.071;3.14981;3.14981;-0.299699;-0.299699;2.00487e-07;-5.27439e-08;0.032;2.21129e-07;2.13852e-07;5.62601e-08;13;18
8.103;3.14025;3.14025;-0.295617;-0.295617;1.93867e-07;-3.62067e-07;0.032;4.38083e-07;2.06792e-07;3.86205e-07;13;18
8.135;3.13105;3.13105;-0.276833;-0.276832;1.77673e-07;-6.43444e-07;0.032;7.12025e-07;1.89518e-07;6.8634e-07;13;18
8.167;3.12267;3.12267;-0.244752;-0.244751;1.53029e-07;-8.83802e-07;0.032;9.5675e-07;1.63231e-07;9.42722e-07;13;18
8.199;3.11551;3.11551;-0.201403;-0.201402;1.21467e-07;-1.07248e-06;0.032;1.15129e-06;1.29565e-07;1.14398e-06;13;18
8.231;3.10988;3.10988;-0.149318;-0.149316;8.48225e-08;-1.20165e-06;0.032;1.28495e-06;9.04774e-08;1.28176e-06;13;18
8.263;3.10601;3.10601;-0.0913846;-0.0913833;4.51174e-08;-1.26662e-06;0.032;1.35192e-06;4.81253e-08;1.35106e-06;13;18
8.295;3.10406;3.10406;-0.0306938;-0.0306925;4.44365e-09;-1.26602e-06;0.032;1.35043e-06;4.7399e-09;1.35042e-06;13;18
8.327;3.10405;3.10405;0.0296246;0.0296258;-3.51435e-08;-1.20181e-06;0.032;1.28248e-06;3.74864e-08;1.28193e-06;13;18
8.359;3.10592;3.10592;0.0865582;0.0865593;-7.17191e-08;-1.07915e-06;0.032;1.15364e-06;7.65003e-08;1.1511e-06;13;18
8.391;3.10952;3.10952;0.137359;0.13736;-1.03569e-07;-9.06066e-07;0.032;9.72763e-07;1.10473e-07;9.6647e-07;13;18
8.423;3.11462;3.11462;0.179671;0.179672;-1.29257e-07;-6.92895e-07;0.032;7.51838e-07;1.37874e-07;7.39088e-07;13;18
8.455;3.12091;3.12091;0.21164;0.21164;-1.47686e-07;-4.51704e-07;0.032;5.06916e-07;1.57531e-07;4.81817e-07;13;18
8.487;3.12804;3.12804;0.231985;0.231985;-1.58143e-07;-1.95554e-07;0.032;2.68263e-07;1.68686e-07;2.08591e-07;13;18
8.519;3.13562;3.13562;0.240052;0.240052;-1.60332e-07;6.22081e-08;0.032;1.83443e-07;1.71021e-07;6.63554e-08;13;18
8.551;3.14327;3.14327;0.235821;0.23582;-1.54386e-07;3.08639e-07;0.032;3.68105e-07;1.64678e-07;3.29215e-07;13;18
8.583;3.15059;3.15059;0.219891;0.219891;-1.40852e-07;5.31811e-07;0.032;5.86824e-07;1.50242e-07;5.67265e-07;13;18
8.615;3.15723;3.15723;0.193431;0.19343;-1.20655e-07;7.21343e-07;0.032;7.80122e-07;1.28699e-07;7.69432e-07;13;18
8.647;3.16288;3.16288;0.158101;0.1581;-9.50336e-08;8.68836e-07;0.032;9.32286e-07;1.01369e-07;9.26759e-07;13;18
8.679;3.16728;3.16728;0.115952;0.115951;-6.54614e-08;9.68215e-07;0.032;1.03512e-06;6.98255e-08;1.03276e-06;13;18
8.711;3.17025;3.17025;0.0693151;0.0693141;-3.35578e-08;1.01596e-06;0.032;1.08428e-06;3.57949e-08;1.08369e-06;13;18
8.743;3.17169;3.17169;0.0206706;0.0206695;-9.97668e-10;1.01124e-06;0.032;1.07865e-06;1.06418e-09;1.07865e-06;13;18
8.775;3.17158;3.17158;-0.0274787;-0.0274797;3.05734e-08;9.55867e-07;0.032;1.02011e-06;3.26116e-08;1.01959e-06;13;18
8.807;3.16996;3.16996;-0.0727337;-0.0727345;5.96165e-08;8.54195e-07;0.032;9.13357e-07;6.3591e-08;9.11141e-07;13;18
8.839;3.16698;3.16698;-0.112916;-0.112916;8.47672e-08;7.12791e-07;0.032;7.65668e-07;9.04183e-08;7.6031e-07;13;18
8.871;3.16281;3.16281;-0.146169;-0.146169;1.04892e-07;5.40044e-07;0.032;5.86812e-07;1.11885e-07;5.76047e-07;13;18
8.903;3.15771;3.15771;-0.171042;-0.171043;1.19139e-07;3.45662e-07;0.032;3.89992e-07;1.27081e-07;3.68706e-07;13;18
8.935;3.15196;3.15196;-0.186552;-0.186552;1.26967e-07;1.40116e-07;0.032;2.01691e-07;1.35432e-07;1.49457e-07;13;18
8.967;3.14588;3.14588;-0.192215;-0.192214;1.28176e-07;-6.59193e-08;0.032;1.53742e-07;1.36721e-07;7.0314e-08;13;18
8.999;3.13977;3.13977;-0.188055;-0.188054;1.22904e-07;-2.62114e-07;0.032;3.08798e-07;1.31097e-07;2.79588e-07;13;18
9.031;3.13394;3.13394;-0.17459;-0.17459;1.11616e-07;-4.38976e-07;0.032;4.8314e-07;1.19057e-07;4.68241e-07;13;18
9.063;3.12868;3.12868;-0.152791;-0.15279;9.50733e-08;-5.88283e-07;0.032;6.35644e-07;1.01412e-07;6.27502e-07;13;18
9.095;3.12424;3.12424;-0.124013;-0.124012;7.42785e-08;-7.03436e-07;0.032;7.54503e-07;7.92304e-08;7.50331e-07;13;18
9.127;3.1208;3.1208;-0.0899195;-0.0899188;5.04177e-08;-7.7973e-07;0.032;8.33449e-07;5.37789e-08;8.31712e-07;13;18
9.159;3.11852;3.11852;-0.0523895;-0.0523887;2.47901e-08;-8.14537e-07;0.032;8.69242e-07;2.64427e-08;8.68839e-07;13;18
9.191;3.11747;3.11747;-0.0134135;-0.0134127;-1.26294e-09;-8.0738e-07;0.032;8.61206e-07;1.34713e-09;8.61205e-07;13;18
9.223;3.11766;3.11766;0.0250079;0.0250086;-2.64256e-08;-7.59909e-07;0.032;8.11059e-07;2.81873e-08;8.10569e-07;13;18
9.255;3.11904;3.11904;0.0609649;0.0609656;-4.94707e-08;-6.7576e-07;0.032;7.2274e-07;5.27688e-08;7.20811e-07;13;18
9.287;3.12151;3.12151;0.0927316;0.0927322;-6.93153e-08;-5.6032e-07;0.032;6.0223e-07;7.39363e-08;5.97674e-07;13;18
9.319;3.12491;3.12491;0.118846;0.118847;-8.50673e-08;-4.20387e-07;0.032;4.57501e-07;9.07384e-08;4.48412e-07;13;18
9.351;3.12905;3.12905;0.138176;0.138177;-9.60639e-08;-2.6378e-07;0.032;2.99443e-07;1.02468e-07;2.81366e-07;13;18
9.383;3.13368;3.13368;0.149966;0.149966;-1.01898e-07;-9.89023e-08;0.032;1.5147e-07;1.08691e-07;1.05496e-07;13;18
9.415;3.13856;3.13856;0.15386;0.15386;-1.02434e-07;6.57116e-08;0.032;1.29813e-07;1.09263e-07;7.00924e-08;13;18
9.447;3.14344;3.14344;0.149912;0.149912;-9.78079e-08;2.21823e-07;0.032;2.58591e-07;1.04328e-07;2.36611e-07;13;18
9.479;3.14807;3.14807;0.138567;0.138566;-8.84123e-08;3.61889e-07;0.032;3.97368e-07;9.43064e-08;3.86015e-07;13;18
9.511;3.15224;3.15224;0.120627;0.120626;-7.48713e-08;4.79409e-07;0.032;5.17568e-07;7.98627e-08;5.11369e-07;13;18
9.543;3.15574;3.15574;0.0971998;0.0971992;-5.79992e-08;5.69207e-07;0.032;6.10298e-07;6.18658e-08;6.07154e-07;13;18
9.575;3.15841;3.15841;0.0696344;0.0696338;-3.87518e-08;6.2765e-07;0.032;6.70768e-07;4.13353e-08;6.69493e-07;13;18
9.607;3.16016;3.16016;0.0394438;0.0394432;-1.81722e-08;6.52778e-07;0.032;6.96567e-07;1.93837e-08;6.96297e-07;13;18
9.639;3.16093;3.16093;0.00822535;0.00822471;2.66533e-09;6.44362e-07;0.032;6.87326e-07;2.84302e-09;6.8732e-07;13;18
9.671;3.1607;3.1607;-0.0224226;-0.0224232;2.27099e-08;6.03865e-07;0.032;6.44578e-07;2.42239e-08;6.44122e-07;13;18
9.703;3.15951;3.15951;-0.0509806;-0.0509812;4.09845e-08;5.34322e-07;0.032;5.71618e-07;4.37168e-08;5.69944e-07;13;18
9.735;3.15747;3.15747;-0.0760819;-0.0760823;5.66311e-08;4.40142e-07;0.032;4.73355e-07;6.04065e-08;4.69485e-07;13;18
9.767;3.15469;3.15469;-0.0965759;-0.0965762;6.89489e-08;3.26839e-07;0.032;3.56301e-07;7.35455e-08;3.48628e-07;13;18
9.799;3.15135;3.15135;-0.111579;-0.11158;7.74238e-08;2.00712e-07;0.032;2.29469e-07;8.25854e-08;2.14093e-07;13;18
9.831;3.14762;3.14762;-0.120512;-0.120513;8.1749e-08;6.85032e-08;0.032;1.13767e-07;8.71989e-08;7.30701e-08;13;18
9.863;3.1437;3.1437;-0.123118;-0.123118;8.18351e-08;-6.29618e-08;0.032;1.10136e-07;8.72908e-08;6.71592e-08;13;18
9.895;3.13981;3.13981;-0.119464;-0.119464;7.78093e-08;-1.87117e-07;0.032;2.16161e-07;8.29966e-08;1.99592e-07;13;18
9.927;3.13612;3.13612;-0.109932;-0.109931;7.00025e-08;-2.97976e-07;0.032;3.26494e-07;7.46694e-08;3.17841e-07;13;18
9.959;3.13283;3.13283;-0.0951838;-0.0951835;5.89268e-08;-3.90405e-07;0.032;4.21149e-07;6.28552e-08;4.16432e-07;13;18
9.991;3.13008;3.13008;-0.076125;-0.0761246;4.5243e-08;-4.60353e-07;0.032;4.93409e-07;4.82592e-08;4.91043e-07;13;18
10;3.12942;3.12942;-0.0701338;-0.0701338;5.51443e-11;-8.83167e-10;0.009;4.93409e-07;4.82592e-08;4.91043e-07;13;18
